,tinh,huyen,xa,diaban,hoso,matv,age,male,married,yoeduc,income,sector
11982,33,331,12286,16,14,1,31,1,1,4,29066,HomeBusiness
9353,26,248,8911,2,15,3,27,0,1,12,18384,StateRun
9469,26,251,9028,10,13,3,28,1,0,12,37050,Foreign
26027,72,705,25492,4,19,2,38,0,1,0,16896,FarmForestAqua
22852,62,611,23377,13,13,1,53,0,0,4,2088,FarmForestAqua
36491,96,964,32014,41,15,1,50,1,1,9,28784,Private
14614,38,392,15310,8,13,3,24,1,0,12,5548,Private
28479,79,762,26818,20,15,2,30,0,1,12,64468,Private
26939,74,724,25957,13,14,4,24,1,1,9,30303,Private
12047,33,332,12364,3,13,1,58,0,0,9,1732,HomeBusiness
28681,79,765,26938,32,19,3,39,1,0,11,42272,StateRun
13181,36,356,13657,22,14,2,41,0,1,9,17250,HomeBusiness
6374,19,164,5461,2,14,4,22,0,0,12,15406,HomeBusiness
36065,95,956,31855,11,13,1,46,1,1,5,18039,Collective
25814,70,695,25363,3,13,1,37,1,1,12,47276,StateRun
2796,6,63,1969,1,14,2,62,1,1,12,2757,StateRun
34986,93,931,31341,8,15,1,35,1,1,16,81175,Private
17551,45,470,19684,5,15,2,54,0,1,12,32883,StateRun
28606,79,764,26899,8,20,1,55,1,1,6,36761,Foreign
29365,79,783,27532,20,14,4,21,1,0,12,27266,Foreign
30004,80,806,28123,5,15,3,16,0,0,10,19668,Private
14518,38,390,15130,5,14,1,37,0,1,16,39374,StateRun
21221,56,569,22432,3,13,1,49,1,1,12,55007,Private
26429,72,712,25729,9,15,1,33,1,1,6,20984,FarmForestAqua
15807,40,425,17488,7,13,1,53,1,1,9,13269,HomeBusiness
25726,70,692,25300,6,13,2,39,0,1,9,17371,HomeBusiness
26137,72,707,25567,5,20,2,42,0,1,0,13667,HomeBusiness
12563,34,343,13114,2,19,1,56,1,1,9,17000,HomeBusiness
6460,19,167,5536,16,13,3,20,0,0,12,22656,StateRun
3098,8,72,2275,4,15,2,27,0,1,9,7177,StateRun
30577,82,821,28558,11,14,3,21,1,1,9,33457,Private
327,1,6,217,31,14,6,72,1,1,16,23791,FarmForestAqua
18620,48,495,20311,2,13,2,35,1,1,12,18600,StateRun
19496,51,527,21172,9,14,2,38,0,0,5,16726,HomeBusiness
21188,56,569,22411,11,13,1,45,1,1,14,45865,StateRun
11328,31,312,11593,12,14,1,26,1,1,6,23311,Private
2834,6,63,2002,1,15,2,35,0,1,9,15275,StateRun
32934,87,876,30232,2,19,1,36,0,1,3,22661,HomeBusiness
35900,94,951,31672,17,14,3,17,1,0,0,13539,Private
7464,22,195,6766,11,15,1,51,1,1,12,61887,StateRun
11998,33,331,12307,7,13,2,36,1,1,12,31964,HomeBusiness
35716,94,947,31714,17,15,1,41,1,1,3,13858,FarmForestAqua
16728,44,450,18880,3,14,1,54,1,1,12,22296,HomeBusiness
16570,42,446,18673,12,20,2,49,0,1,14,42210,StateRun
5890,17,148,4804,13,15,1,43,0,1,12,30700,StateRun
9946,27,260,9343,14,13,1,49,0,0,5,15072,HomeBusiness
1499,1,279,10231,14,15,2,25,1,0,12,56289,Private
16029,40,429,17842,7,14,1,45,1,1,12,14949,StateRun
35417,94,941,31513,5,13,7,20,1,0,12,14474,StateRun
26327,72,710,25666,2,14,4,29,1,0,5,32698,Foreign
34363,91,911,31102,7,15,4,30,1,0,5,26012,HomeBusiness
12681,34,344,13282,3,14,1,34,1,1,9,32389,StateRun
28002,77,748,26554,23,14,2,39,1,1,10,44500,HomeBusiness
27503,75,736,26245,3,15,2,47,0,1,4,17310,FarmForestAqua
20261,52,547,21808,16,15,2,33,0,1,9,17594,HomeBusiness
4842,12,111,3604,3,14,4,15,0,0,7,1932,FarmForestAqua
34261,91,908,31000,23,15,3,18,1,0,6,2158,FarmForestAqua
23134,64,622,23569,12,13,1,36,1,1,12,187702,Private
7837,22,206,7156,10,13,1,26,1,1,5,54300,Collective
31382,84,842,29257,7,15,1,42,1,1,0,11995,HomeBusiness
35149,93,934,31405,29,14,5,16,1,0,6,8772,FarmForestAqua
2170,4,40,1267,19,15,1,53,1,1,12,50152,StateRun
21121,56,568,22372,13,19,2,34,1,0,12,4620,HomeBusiness
21209,56,569,22426,1,13,2,31,0,1,16,40594,StateRun
21822,58,586,22834,12,19,4,22,1,1,6,16428,HomeBusiness
13024,35,352,13549,1,14,2,47,0,1,14,36371,StateRun
8301,24,220,7654,2,13,1,48,1,1,9,6002,StateRun
28978,79,772,27208,8,14,2,20,1,0,12,10946,Private
34554,92,917,31157,27,14,2,25,0,0,12,7620,Private
35483,94,942,31594,5,20,1,48,1,1,0,6075,FarmForestAqua
5445,15,132,4255,2,15,2,46,1,1,16,70781,StateRun
21905,58,587,22873,20,15,5,25,0,0,4,10168,Private
12869,35,350,13438,9,13,3,19,0,0,12,16368,Private
27811,75,742,26473,2,14,1,36,1,1,3,27190,FarmForestAqua
21840,58,586,22852,12,14,2,50,0,1,5,6173,FarmForestAqua
30542,82,821,28525,4,15,2,13,1,0,7,943,Private
558,1,9,361,17,19,3,31,1,1,16,62378,StateRun
14913,38,399,15946,13,14,5,22,0,1,12,21345,Private
36469,96,964,32005,9,20,4,30,0,1,6,50861,Private
19619,51,528,21262,5,19,1,40,1,1,4,15911,FarmForestAqua
16228,42,439,18151,11,15,1,57,1,1,9,15100,StateRun
8571,25,227,7918,2,15,1,42,1,1,9,31520,Private
12782,35,349,13348,22,15,3,25,1,0,9,33172,HomeBusiness
14322,38,380,14785,19,15,2,45,0,1,16,73774,StateRun
11508,31,316,11836,10,19,1,48,1,1,9,14468,HomeBusiness
28711,79,766,26965,9,15,1,57,1,1,16,100145,StateRun
31580,84,847,29374,2,14,1,33,1,1,0,8456,FarmForestAqua
27250,75,731,26371,14,15,2,29,1,1,8,37091,Private
33380,89,889,30475,20,14,6,30,1,1,4,9099,FarmForestAqua
33654,89,893,30652,36,13,3,18,1,0,9,9268,HomeBusiness
35613,94,944,31609,6,15,1,73,1,1,3,1736,FarmForestAqua
27079,75,731,26005,28,13,4,23,0,0,5,40359,Foreign
4832,12,111,3598,19,14,1,40,1,1,9,32670,StateRun
30270,82,816,28717,11,14,2,42,0,1,5,5346,FarmForestAqua
25539,70,689,25213,10,15,2,17,1,0,8,10425,HomeBusiness
2190,4,40,1276,16,14,1,43,0,1,16,55659,StateRun
36462,96,964,32005,9,19,3,25,0,0,12,29634,StateRun
27857,77,747,26509,19,19,1,40,1,1,18,404831,StateRun
10955,31,304,11329,13,14,3,27,1,1,6,20898,HomeBusiness
18392,48,492,20245,12,13,1,47,0,1,16,64747,Private
28917,79,770,27154,20,13,3,35,0,0,4,14192,FarmForestAqua
25179,68,677,24934,15,13,6,19,0,0,12,5311,HomeBusiness
533,1,9,349,7,13,2,59,0,1,18,71373,StateRun
8983,25,237,8521,5,14,1,46,1,1,7,19975,FarmForestAqua
33283,89,888,30415,6,14,5,18,0,0,9,9063,FarmForestAqua
1606,1,282,10450,21,13,1,37,1,1,7,29814,Private
33644,89,893,30649,8,14,2,36,1,1,16,97842,Foreign
17105,44,457,19267,4,14,5,19,1,0,9,7571,HomeBusiness
31374,84,842,29257,7,13,4,33,1,0,10,17510,StateRun
20302,52,547,21850,1,19,1,35,1,1,7,26270,HomeBusiness
2666,6,60,1882,6,15,1,38,0,1,14,44878,StateRun
30211,82,815,28279,3,15,1,44,0,1,12,19963,StateRun
1532,1,280,10294,4,19,2,35,0,1,14,28395,StateRun
18185,48,490,20195,6,15,3,23,0,1,12,11194,Foreign
17602,46,474,19744,5,14,3,21,1,0,9,18564,HomeBusiness
13596,36,363,14068,9,15,2,22,1,0,12,10774,HomeBusiness
20991,54,564,22267,21,15,2,44,0,0,4,7000,FarmForestAqua
31943,86,857,29593,1,15,2,48,1,1,14,117552,Private
17212,45,461,19351,6,15,2,36,1,1,12,42596,StateRun
19557,51,527,21217,8,15,1,38,1,1,9,26496,HomeBusiness
14003,37,373,14494,1,13,4,23,0,1,9,14768,Foreign
34228,91,908,30985,20,14,2,32,0,1,12,28005,StateRun
9663,26,253,8800,3,14,2,52,1,1,9,6000,StateRun
28486,79,763,26830,23,15,2,28,1,0,5,12271,HomeBusiness
26643,74,721,25825,6,13,2,25,0,1,6,24600,HomeBusiness
33652,89,893,30652,36,13,4,17,1,0,9,9268,HomeBusiness
26649,74,721,25825,6,15,1,25,1,1,9,73085,StateRun
19308,49,518,20368,17,13,2,40,0,1,16,30264,StateRun
28889,79,770,27124,9,13,2,38,1,1,16,45960,Private
1190,1,273,9826,3,14,3,28,1,1,12,27821,Collective
305,1,6,205,2,14,1,45,0,1,16,44042,StateRun
19647,51,528,21283,3,13,1,25,1,1,8,28073,HomeBusiness
20652,54,557,22057,20,15,1,47,1,1,5,37959,Private
17935,46,479,19960,2,13,2,37,0,1,0,6042,HomeBusiness
27528,75,737,26269,25,20,1,23,0,0,9,29564,Foreign
17127,44,457,19294,7,13,1,53,1,1,12,5092,StateRun
9348,26,248,8911,2,14,1,28,1,1,7,18000,HomeBusiness
16316,42,440,18280,9,15,1,45,1,1,12,17584,StateRun
25004,68,672,24810,25,15,2,28,0,1,4,12742,FarmForestAqua
8666,25,230,8047,7,14,2,26,0,1,12,46500,Private
31815,84,849,29503,12,15,2,38,0,1,3,6000,FarmForestAqua
21143,56,568,22384,17,14,6,18,1,0,4,13865,FarmForestAqua
13775,36,366,14272,10,13,3,29,0,0,9,14189,StateRun
11968,33,331,12280,7,14,4,32,0,1,12,20206,StateRun
11108,31,306,11413,34,15,3,22,0,0,12,16122,Private
24777,67,665,24724,9,15,2,22,0,1,4,2550,FarmForestAqua
13492,36,362,13987,20,13,3,31,0,1,9,21673,HomeBusiness
27094,75,731,26008,17,15,4,26,0,0,10,30478,Foreign
34502,92,916,31149,7,19,2,48,1,1,0,24000,HomeBusiness
33041,89,883,30292,17,13,1,28,1,1,0,19518,HomeBusiness
8789,25,233,8275,6,13,1,42,1,1,11,60200,HomeBusiness
31476,84,845,29317,10,15,3,30,1,1,6,18240,FarmForestAqua
4224,11,100,3328,9,14,3,25,1,0,12,23846,StateRun
34115,91,906,30919,21,15,1,38,1,1,14,67703,StateRun
11391,31,313,11665,18,13,1,60,0,1,12,22074,HomeBusiness
33055,89,883,30295,37,13,3,53,0,0,16,47579,StateRun
13878,37,370,14368,11,15,1,49,0,0,14,44509,StateRun
1638,1,282,10480,10,20,1,39,1,1,9,17686,HomeBusiness
7319,22,193,6652,10,15,4,23,0,0,12,32000,StateRun
1167,1,273,9805,9,14,3,24,1,1,12,28547,StateRun
1302,1,276,4936,2,13,2,27,0,1,9,5151,Private
28274,77,753,26680,18,14,2,16,1,0,8,1579,HomeBusiness
20677,54,558,22090,9,15,5,30,1,1,12,34176,StateRun
30380,82,819,28411,24,13,2,39,0,1,5,11886,HomeBusiness
18200,48,490,20197,3,20,2,30,0,1,12,18140,Private
20815,54,561,22207,2,15,1,27,1,1,14,37962,StateRun
15557,40,420,17056,4,13,3,26,0,0,14,3692,StateRun
11088,31,305,11404,58,15,4,25,1,0,12,102324,StateRun
25349,68,679,25042,2,14,1,28,1,1,4,13018,HomeBusiness
30886,83,831,28849,7,14,3,16,0,0,10,956,FarmForestAqua
35343,93,936,31484,10,14,2,34,1,0,5,4651,FarmForestAqua
7108,20,185,6346,1,14,2,41,0,1,16,55869,StateRun
29005,79,772,27232,13,14,2,46,0,1,11,12121,HomeBusiness
28715,79,766,26971,25,14,4,25,1,0,12,43702,HomeBusiness
26364,72,710,25678,25,15,2,56,1,1,16,32895,Foreign
15831,40,426,17510,9,14,1,55,1,1,9,15002,Private
9214,26,246,8770,2,14,3,25,1,1,9,22811,HomeBusiness
16377,42,442,18388,9,15,3,26,0,0,12,10232,HomeBusiness
28944,79,771,27172,22,13,3,28,1,1,16,42690,Private
8541,25,227,7891,1,19,1,41,1,1,12,36000,HomeBusiness
1181,1,273,9814,12,15,3,24,1,0,9,31770,HomeBusiness
28508,79,763,26845,43,14,2,40,0,1,9,21811,HomeBusiness
18897,49,507,20560,7,14,4,18,0,1,12,2522,Private
26361,72,710,25678,25,14,2,40,0,1,3,35817,Foreign
29508,79,785,27634,4,14,3,41,0,0,8,49361,HomeBusiness
21294,56,570,22462,18,13,3,22,1,0,9,4851,HomeBusiness
23147,64,622,23572,27,13,2,35,1,1,8,32755,HomeBusiness
32883,87,875,30205,15,14,3,22,1,0,9,19388,HomeBusiness
13634,36,364,14116,3,15,1,53,1,1,9,17576,Private
36195,95,958,31900,21,14,2,30,0,1,16,36604,StateRun
34798,92,925,31249,18,19,2,45,1,0,0,5720,FarmForestAqua
4777,12,110,3631,13,14,8,25,1,0,14,43534,StateRun
19429,51,524,21061,5,14,2,17,0,0,6,4222,HomeBusiness
32989,87,877,30265,8,13,3,26,0,1,8,7375,HomeBusiness
28730,79,766,26989,2,14,2,24,1,0,16,105973,Foreign
32513,87,869,29947,15,14,3,30,1,0,2,29382,FarmForestAqua
10738,30,298,11086,9,13,1,42,1,1,9,13302,HomeBusiness
3525,10,80,2668,5,15,1,35,1,1,16,122819,StateRun
17224,45,462,19358,1,14,1,45,1,1,10,10611,Private
10636,30,295,10936,1,14,2,29,0,1,9,21074,Private
675,1,17,463,7,13,2,23,0,1,9,11471,HomeBusiness
9049,25,239,8662,10,13,3,34,1,1,6,23500,HomeBusiness
15818,40,426,17506,7,14,3,22,1,0,9,37975,Private
14831,38,397,15718,9,14,2,60,1,1,12,18699,StateRun
29106,79,775,27346,18,14,4,36,1,0,7,42420,Private
28767,79,767,27013,17,20,1,31,1,1,16,317912,StateRun
29890,80,803,28012,12,15,4,25,1,0,10,17340,Foreign
11828,33,329,12142,13,14,1,29,1,1,9,40681,HomeBusiness
17610,46,474,19747,7,14,3,33,1,0,5,17949,HomeBusiness
28951,79,771,27172,22,15,2,40,0,1,12,45616,Private
5861,15,141,4786,4,14,2,54,1,1,9,32833,StateRun
28470,79,762,26812,77,14,3,27,1,0,12,123959,Foreign
29206,79,776,27421,21,15,2,43,0,0,12,32921,Private
680,1,17,463,7,14,3,16,0,0,9,12009,HomeBusiness
3112,8,73,2287,3,15,2,48,0,1,12,44370,StateRun
28545,79,764,26876,1,15,1,42,1,1,18,623398,Foreign
34071,91,906,30904,16,15,2,53,0,1,12,46861,StateRun
25786,70,694,25351,2,14,2,20,1,0,3,17371,FarmForestAqua
25494,70,688,25245,1,14,1,48,1,1,12,24842,StateRun
11189,31,311,11473,6,14,2,32,1,1,7,19983,StateRun
13268,36,359,13744,6,15,2,28,0,1,12,13368,StateRun
18501,48,493,20272,9,13,7,29,0,1,10,20300,Private
4374,12,105,3409,6,14,1,34,0,0,9,7821,StateRun
36881,96,970,32188,3,14,2,30,0,1,12,34455,StateRun
30170,82,815,28249,29,19,2,42,0,0,8,20812,HomeBusiness
32711,87,873,30106,16,15,2,25,0,1,6,35047,HomeBusiness
21269,56,570,22435,4,15,1,31,1,0,6,30552,HomeBusiness
20398,52,549,21910,37,15,4,48,1,0,4,14604,FarmForestAqua
11553,31,317,11914,26,14,2,32,0,1,12,23332,StateRun
29753,80,800,27877,6,20,4,19,1,1,8,14530,FarmForestAqua
11504,31,316,11836,10,15,1,35,1,1,9,44756,Private
12653,34,344,13243,16,15,1,26,1,1,9,18995,HomeBusiness
23121,64,622,23566,1,13,3,28,0,1,11,22833,StateRun
20365,52,548,21895,10,15,3,36,1,1,7,17962,HomeBusiness
30960,83,833,28903,14,15,1,53,1,1,12,34714,StateRun
25896,70,696,25404,28,14,1,38,0,0,5,15623,FarmForestAqua
11756,33,327,12076,2,13,1,27,1,0,16,98653,Private
15144,38,405,16405,2,15,3,25,1,0,12,18826,HomeBusiness
8486,24,223,7855,9,15,3,33,1,1,9,14253,HomeBusiness
36365,95,960,31988,4,14,3,35,0,0,6,9923,FarmForestAqua
25183,68,677,24934,15,13,2,32,1,0,5,4426,StateRun
15205,38,406,16528,3,14,2,31,0,1,9,14295,Private
26110,72,706,25546,16,15,3,20,1,0,8,29377,Private
30867,83,831,28828,7,15,2,41,0,1,9,9418,StateRun
18329,48,492,20227,12,15,1,34,0,1,16,272899,Private
15147,38,405,16405,2,15,1,49,1,1,9,21051,HomeBusiness
4845,12,111,3604,3,15,1,39,1,1,1,17969,HomeBusiness
28143,77,751,26632,4,15,2,28,0,1,14,24900,StateRun
34067,91,906,30904,16,14,1,39,1,1,16,58964,StateRun
25794,70,694,25351,2,19,1,50,1,1,12,17243,StateRun
28853,79,768,27058,15,15,1,39,1,1,12,80099,Private
13385,36,360,13870,24,14,2,32,0,1,9,4822,HomeBusiness
31741,84,849,29461,4,14,1,51,0,0,7,1231,HomeBusiness
30680,82,822,28639,5,14,2,55,0,1,12,31904,StateRun
26122,72,707,25558,1,14,2,41,0,1,4,9264,HomeBusiness
6084,17,154,5119,6,13,3,23,1,0,9,13500,FarmForestAqua
18651,48,497,20296,12,14,2,25,1,0,5,11000,HomeBusiness
27817,75,742,26479,42,13,2,35,0,0,9,41159,Foreign
24877,67,667,24739,11,14,1,28,1,1,6,7648,FarmForestAqua
7246,20,188,6529,10,13,3,29,1,0,16,16198,StateRun
18967,49,508,20599,2,14,1,44,1,1,8,27447,Private
3678,10,85,2890,4,15,3,30,1,1,5,19639,Collective
13203,36,356,13672,24,14,3,34,1,0,12,28499,Private
19736,51,532,21379,11,19,1,43,1,1,6,22649,Private
18464,48,493,20263,4,15,3,21,1,0,12,3400,StateRun
31602,84,847,29377,2,15,1,29,1,1,2,24619,HomeBusiness
27532,75,737,26272,43,13,3,21,0,0,12,36466,Foreign
7383,22,193,6700,1,13,2,37,0,1,9,26600,Private
17747,46,474,19815,12,13,2,41,0,1,12,14981,StateRun
36647,96,968,32095,12,13,3,21,0,0,12,11116,StateRun
34623,92,919,31186,10,13,2,27,1,1,9,42000,Private
8690,25,231,8119,1,13,1,46,1,1,9,8400,StateRun
1493,1,279,10231,14,13,3,22,1,0,10,46066,HomeBusiness
8786,25,233,8260,5,19,1,39,1,1,12,24000,HomeBusiness
24383,66,655,24568,7,15,1,34,1,1,16,46200,StateRun
29849,80,802,27976,12,14,4,27,0,1,7,39357,Foreign
23635,64,637,24085,4,13,2,16,1,0,8,4899,FarmForestAqua
32097,86,860,29719,11,15,3,22,1,0,9,9944,HomeBusiness
26650,74,721,25825,6,15,2,24,0,1,9,33662,Private
62,1,1,28,20,19,5,31,0,1,16,38737,Private
34897,92,927,31279,7,15,1,34,1,1,16,33100,StateRun
4943,14,118,3706,5,14,2,30,0,1,14,29057,StateRun
3315,8,75,2491,2,13,1,52,1,1,12,20480,StateRun
11290,31,311,11557,19,15,2,51,0,1,9,3675,StateRun
4731,12,109,3583,11,14,2,28,0,1,9,18014,StateRun
32946,87,877,30247,10,13,3,26,1,1,12,25151,StateRun
6275,17,158,5353,7,14,1,37,1,1,12,25000,StateRun
26477,74,718,25744,20,15,2,47,0,1,9,31447,StateRun
31445,84,844,29290,8,15,3,22,0,0,10,3546,Private
14330,38,381,14815,16,13,3,31,1,1,9,20121,HomeBusiness
36285,95,959,31960,19,14,5,26,1,1,5,14758,FarmForestAqua
32714,87,873,30115,4,13,3,21,0,0,9,27858,HomeBusiness
28469,79,762,26812,77,13,1,46,1,1,7,53409,Foreign
9,1,1,4,12,15,1,69,1,1,16,54248,Private
15012,38,401,16153,8,14,2,36,0,1,7,7550,HomeBusiness
28869,79,769,27088,7,19,1,27,1,0,16,101752,StateRun
34076,91,906,30904,16,20,1,39,1,1,16,43917,StateRun
18116,46,482,20128,9,19,5,22,1,0,9,15282,HomeBusiness
17089,44,457,19258,16,13,5,25,1,0,12,13690,Private
29103,79,775,27346,18,14,3,38,0,0,5,20200,Private
33474,89,890,30532,7,14,3,27,0,0,4,9268,FarmForestAqua
13478,36,362,13969,6,15,3,28,0,1,12,29459,StateRun
33772,89,894,30721,1,15,3,27,1,0,9,42736,HomeBusiness
29484,79,785,27616,68,13,1,33,0,0,9,67942,Private
17682,46,474,19780,6,13,4,36,1,1,9,20804,HomeBusiness
20297,52,547,21850,1,14,1,59,1,1,6,7302,FarmForestAqua
36117,95,957,31867,40,14,3,19,1,0,6,6107,Private
20877,54,562,22285,5,13,1,50,1,1,10,18000,HomeBusiness
1200,1,274,9847,9,13,1,38,1,1,12,80048,Private
8936,25,236,8476,6,14,4,17,1,0,9,15000,FarmForestAqua
28471,79,762,26812,77,14,2,28,0,0,3,46192,Private
18476,48,493,20266,2,14,2,28,1,1,8,29120,HomeBusiness
33450,89,890,30517,16,14,3,24,1,0,12,20085,StateRun
27194,75,731,26035,3,14,4,18,1,0,6,29984,Private
12746,35,349,13321,13,15,1,36,1,1,9,26913,HomeBusiness
10754,30,298,11101,6,13,2,28,0,1,9,26829,Foreign
13270,36,359,13744,6,15,1,29,1,1,9,11971,FarmForestAqua
16092,40,430,17959,10,14,3,24,1,0,9,11900,HomeBusiness
12037,33,332,12355,1,13,1,51,1,1,9,15547,HomeBusiness
20559,54,555,22024,5,15,2,28,0,1,7,19200,Private
28317,77,754,26719,19,13,3,24,0,0,5,16800,FarmForestAqua
20389,52,549,21910,37,13,1,43,1,1,9,23957,HomeBusiness
17397,45,466,19546,7,14,1,38,1,1,9,49007,Private
30239,82,815,28288,9,15,3,31,1,0,4,26261,HomeBusiness
12051,33,332,12364,3,15,3,26,1,0,12,34604,Private
17204,45,461,19348,11,19,2,31,1,0,12,28742,StateRun
11948,33,330,12262,14,14,1,52,1,1,9,22204,HomeBusiness
9904,27,259,9307,6,13,3,26,1,0,12,7251,StateRun
10937,31,303,11320,6,13,2,26,1,0,9,42869,HomeBusiness
18401,48,492,20245,12,15,2,39,0,1,16,80568,StateRun
36422,95,961,31927,3,20,3,22,1,0,11,22481,Private
34558,92,917,31157,27,15,3,24,1,1,7,18000,FarmForestAqua
19529,51,527,21196,10,14,3,19,1,0,9,26328,HomeBusiness
9579,26,252,9115,4,13,3,23,0,1,12,13300,StateRun
26030,72,705,25492,4,19,4,17,0,0,6,9272,FarmForestAqua
7736,22,205,7069,73,19,5,25,0,0,12,20750,StateRun
7848,22,206,7171,5,13,3,21,1,1,9,25460,FarmForestAqua
3318,8,75,2491,2,13,4,24,0,1,14,13482,StateRun
22193,60,595,22972,45,13,1,54,1,1,9,12971,FarmForestAqua
7878,24,213,7213,3,13,3,20,0,0,12,13777,StateRun
477,1,8,322,17,13,1,51,1,1,12,77493,StateRun
36077,95,956,31855,11,15,2,43,0,1,3,2957,Private
18664,48,497,20302,21,14,1,42,1,1,7,26963,HomeBusiness
29264,79,777,27451,38,15,1,36,1,1,16,195330,Private
30294,82,818,28348,3,20,2,27,0,1,5,1611,FarmForestAqua
10853,30,299,11224,11,15,1,47,1,1,12,7437,HomeBusiness
12860,35,350,13423,4,13,3,27,0,1,9,29446,HomeBusiness
35645,94,945,31636,7,15,2,60,0,1,5,1447,FarmForestAqua
29478,79,785,27613,17,13,1,26,1,0,9,45300,Private
27288,75,732,26095,23,13,2,37,0,1,16,76205,StateRun
29853,80,802,27976,12,15,1,32,1,1,12,28635,Foreign
27519,75,737,26260,15,20,5,23,1,0,7,13249,Foreign
14690,38,395,15484,9,13,2,48,1,1,12,62781,StateRun
2896,6,64,2062,6,13,2,37,0,1,14,43019,StateRun
26888,74,724,25942,39,15,2,42,1,1,5,34954,HomeBusiness
12962,35,351,13498,9,15,1,50,1,1,9,26310,Private
5437,15,132,4255,2,13,1,42,1,1,16,27751,StateRun
19510,51,527,21178,8,15,4,22,1,0,9,35603,HomeBusiness
27659,75,739,26362,3,15,3,23,0,0,16,40053,Private
10453,30,292,10699,10,13,1,47,0,0,9,19636,HomeBusiness
21553,56,574,22666,1,14,3,33,1,1,9,12473,FarmForestAqua
29763,80,800,27889,9,15,3,28,1,1,9,29145,StateRun
10725,30,297,11050,12,15,2,25,1,0,12,31809,Private
22178,60,595,22969,10,13,3,33,1,0,6,36500,Private
10851,30,299,11224,11,14,1,55,1,1,9,7077,FarmForestAqua
18953,49,507,20596,6,14,2,20,1,0,11,20066,Private
17828,46,477,19882,4,13,4,18,0,0,9,9281,HomeBusiness
8424,24,222,7801,6,13,3,28,1,1,12,26317,Foreign
2598,6,58,1834,4,15,3,29,1,1,9,33480,Private
22689,62,608,23287,3,13,3,27,1,0,16,20057,StateRun
35074,93,933,31369,7,15,3,26,1,1,8,44776,Private
20638,54,557,22053,26,14,1,34,1,1,7,9399,FarmForestAqua
1264,1,275,9910,3,13,1,55,1,1,9,9930,StateRun
18076,46,481,20089,3,14,1,25,1,1,9,10650,StateRun
12807,35,349,13366,6,15,3,49,0,1,9,5212,Private
28224,77,752,26668,1,14,3,17,1,0,6,18000,HomeBusiness
16851,44,454,19045,13,13,4,23,1,0,12,12950,Private
30171,82,815,28249,29,19,1,55,1,0,8,16931,HomeBusiness
23892,66,644,24340,9,13,2,34,1,1,12,42750,StateRun
14997,38,401,16129,1,13,3,22,0,0,9,4704,Private
34410,91,913,31066,26,15,2,36,0,1,7,6904,FarmForestAqua
34493,92,916,31149,7,13,1,32,1,1,1,32400,HomeBusiness
21123,56,568,22372,13,19,3,29,0,0,16,28237,StateRun
26236,72,709,25636,4,14,5,18,1,0,9,15247,HomeBusiness
12341,34,340,12721,1,15,4,25,0,0,9,24338,Foreign
26257,72,709,25642,23,13,3,18,0,0,0,11267,HomeBusiness
21330,56,571,22498,5,14,1,34,1,1,8,9705,HomeBusiness
35887,94,950,31810,5,14,1,43,1,1,0,13886,FarmForestAqua
26492,74,718,25750,11,13,1,25,1,1,12,46753,StateRun
22295,60,596,23047,2,15,2,16,1,0,7,12000,FarmForestAqua
3026,8,70,2206,29,13,1,36,0,1,12,19901,StateRun
19816,51,534,21439,4,14,2,34,0,1,14,28026,StateRun
29712,80,799,27838,12,14,3,17,0,0,7,11686,Foreign
11228,31,311,11506,13,15,1,21,1,1,12,7927,HomeBusiness
35326,93,936,31477,10,15,4,26,1,0,12,18664,Private
35480,94,942,31594,5,19,3,22,1,0,1,15640,FarmForestAqua
7950,24,216,7321,10,13,1,42,1,1,9,20546,Private
20992,54,564,22267,21,15,1,47,0,0,3,7700,FarmForestAqua
26094,72,706,25534,1,19,6,18,1,0,7,20491,FarmForestAqua
34847,92,926,31300,10,15,1,49,1,1,9,10800,FarmForestAqua
11019,31,305,11371,24,14,2,45,0,1,12,26103,StateRun
28386,79,760,26758,21,19,1,73,1,1,1,1313,StateRun
26927,74,724,25954,4,13,1,23,0,1,12,28220,HomeBusiness
14787,38,397,15664,9,13,2,58,0,1,12,9683,StateRun
28553,79,764,26881,4,13,3,41,0,0,9,32744,HomeBusiness
27345,75,734,26119,6,13,2,13,0,0,7,865,HomeBusiness
27212,75,731,26041,15,20,1,44,1,1,12,33985,Private
13763,36,366,14260,6,13,1,32,1,1,8,27965,HomeBusiness
29877,80,803,28003,11,15,3,15,1,0,8,1141,FarmForestAqua
20675,54,558,22090,9,15,4,26,0,1,14,31834,StateRun
12162,34,336,13108,10,15,1,26,1,1,12,32197,Private
4160,11,99,3274,16,13,2,36,1,1,16,43831,StateRun
17774,46,476,19852,8,14,1,44,1,1,9,18340,HomeBusiness
19953,52,540,21556,37,14,2,40,0,1,12,35285,Private
35036,93,932,31360,7,13,4,28,0,0,12,20021,StateRun
22228,60,595,22996,17,13,4,25,1,0,0,29400,FarmForestAqua
28713,79,766,26971,25,14,2,52,1,1,16,59844,StateRun
17888,46,478,19930,12,13,2,63,0,1,8,14680,FarmForestAqua
29390,79,783,27550,6,14,3,24,0,0,16,41914,Private
2596,6,58,1834,4,14,4,31,0,1,12,21010,StateRun
28769,79,767,27013,17,20,2,31,0,1,16,317912,StateRun
34446,92,916,31123,23,13,2,58,0,1,16,37966,StateRun
7720,22,204,7054,2,14,2,49,0,1,12,51765,StateRun
