,tinh,huyen,xa,diaban,hoso,matv,age,male,married,yoeduc,income,sector
10861,30,300,11248,13,14,1,29,0,1,9,41327,Private
3330,8,75,2500,3,14,1,32,1,1,6,42800,HomeBusiness
5619,15,137,4459,1,15,1,31,1,1,16,43116,StateRun
16099,40,430,17959,10,15,3,27,0,0,12,14326,Foreign
32987,87,877,30265,8,13,4,22,1,1,9,9439,HomeBusiness
25996,72,703,25480,16,13,2,43,0,0,8,18194,Foreign
30053,80,807,28162,1,13,1,34,1,1,9,34207,HomeBusiness
21827,58,586,22834,12,19,5,18,0,1,5,3554,HomeBusiness
20226,52,545,21772,12,14,3,19,1,0,8,23446,Private
29386,79,783,27550,6,13,1,66,1,1,12,26188,HomeBusiness
2609,6,58,1837,5,20,2,37,1,1,16,95998,StateRun
24809,67,665,24728,15,15,3,44,1,1,9,1820,FarmForestAqua
1165,1,273,9805,9,13,3,34,1,1,12,22687,StateRun
26244,72,709,25636,4,15,5,18,1,0,9,18738,HomeBusiness
33024,89,883,30283,28,14,1,56,1,1,8,12356,HomeBusiness
33279,89,888,30415,6,14,4,20,1,0,9,23070,HomeBusiness
362,1,7,244,31,14,3,22,1,0,12,22683,Private
12445,34,341,12907,7,13,1,35,1,1,12,1642,StateRun
23143,64,622,23569,12,15,3,32,0,1,16,34118,StateRun
29215,79,776,27427,39,15,3,28,0,0,9,33136,Foreign
35952,94,951,31699,12,14,1,38,0,1,2,18230,HomeBusiness
33310,89,888,30433,4,19,1,43,1,1,0,12550,FarmForestAqua
19515,51,527,21178,8,15,3,23,1,0,12,28151,Private
12320,34,340,12694,8,15,4,20,0,0,9,14538,Private
20137,52,544,21691,10,13,1,44,1,1,9,38956,FarmForestAqua
17835,46,477,19882,4,14,1,54,0,0,0,8356,HomeBusiness
4004,11,97,3172,1,15,2,34,1,0,7,15149,StateRun
18276,48,491,20218,5,15,2,34,0,1,16,38980,Private
348,1,6,232,17,14,4,28,0,1,16,140095,Private
8603,25,227,8515,2,15,4,24,0,1,9,15100,Foreign
33453,89,890,30520,7,13,2,39,1,0,5,7846,HomeBusiness
30993,83,833,28960,16,14,2,69,0,1,5,5400,HomeBusiness
7828,22,206,7147,9,14,1,35,1,1,6,33000,HomeBusiness
16159,42,436,18070,3,14,3,40,1,0,12,43110,Private
743,1,17,523,5,15,4,26,0,1,12,44261,StateRun
3405,8,76,2584,2,13,3,21,1,0,10,8206,Foreign
34242,91,908,30994,26,13,2,38,1,1,3,23331,FarmForestAqua
6055,17,153,5077,2,15,1,43,1,1,9,14000,HomeBusiness
1659,2,24,691,3,14,3,32,1,1,12,52000,StateRun
25021,68,673,24817,7,14,2,20,1,0,8,26541,HomeBusiness
20917,54,563,22312,23,14,5,16,1,0,8,7200,HomeBusiness
32554,87,870,29992,21,19,2,24,1,1,9,20488,HomeBusiness
12559,34,343,13114,2,13,3,38,0,0,9,19279,Private
26171,72,708,25591,19,15,2,27,0,1,1,18875,FarmForestAqua
27189,75,731,26035,3,13,1,36,1,1,12,43304,Private
36521,96,964,32032,6,13,2,38,1,1,16,74163,StateRun
35172,93,934,31423,9,13,4,20,1,0,6,6297,Private
3134,8,73,2308,11,13,3,25,0,0,14,15742,StateRun
21368,56,572,22528,6,14,2,37,0,1,12,18411,StateRun
17890,46,478,19930,12,13,3,25,0,0,12,25283,StateRun
13300,36,359,13780,20,13,5,19,0,0,12,11725,Private
29580,80,794,27703,8,14,3,36,1,1,10,22326,HomeBusiness
29092,79,774,27328,3,19,4,26,1,0,16,121652,Foreign
28273,77,753,26680,18,14,1,51,0,0,4,23684,FarmForestAqua
26618,74,720,25804,3,14,1,39,1,1,9,80789,StateRun
7955,24,216,7321,10,14,2,28,1,1,9,18046,HomeBusiness
28626,79,765,26908,36,13,1,35,0,0,16,126773,StateRun
13844,37,369,14335,16,15,2,56,1,1,12,16436,StateRun
1458,1,278,10153,9,14,3,35,1,1,12,14593,StateRun
10674,30,296,10984,8,20,1,55,1,1,9,13227,HomeBusiness
21489,56,572,22597,10,14,2,44,0,1,5,13048,FarmForestAqua
19982,52,540,21571,5,14,2,41,0,0,12,26963,HomeBusiness
34578,92,917,31162,46,13,2,26,1,1,12,44027,Private
4898,14,116,3679,7,20,2,34,1,1,7,29334,StateRun
13156,36,356,13642,4,13,3,47,0,1,9,1167,HomeBusiness
7642,22,201,6922,2,13,2,48,0,1,12,35804,StateRun
30558,82,821,28537,24,14,4,27,0,0,12,15891,StateRun
22558,60,600,23206,6,13,2,53,1,1,0,13580,FarmForestAqua
29383,79,783,27544,9,15,1,55,1,0,16,34845,HomeBusiness
24550,67,662,24643,10,14,5,17,0,0,3,4070,FarmForestAqua
13982,37,373,14473,6,15,1,43,1,1,9,7586,HomeBusiness
20579,54,555,22033,21,13,2,32,1,1,12,34400,HomeBusiness
8764,25,233,8245,3,13,1,40,1,1,12,19000,StateRun
27158,75,731,26023,4,20,2,26,1,0,12,39996,Private
32525,87,870,29971,9,14,1,41,1,1,8,15453,HomeBusiness
21144,56,568,22384,17,14,3,25,1,0,8,13865,FarmForestAqua
29817,80,802,27946,16,14,1,34,1,1,5,38640,Foreign
4821,12,110,3637,7,20,1,24,1,1,0,7327,HomeBusiness
28406,79,761,26773,14,19,2,21,1,1,0,54541,HomeBusiness
33065,89,883,30301,5,14,2,41,0,1,4,5561,FarmForestAqua
21087,56,568,22357,18,13,2,32,1,1,12,36737,HomeBusiness
1307,1,276,4936,2,15,1,27,0,0,12,29296,StateRun
21853,58,586,22858,14,20,3,16,1,0,10,2523,Private
34861,92,926,31309,26,13,2,59,0,1,4,3600,FarmForestAqua
9618,26,252,9151,2,14,3,14,0,0,5,4748,HomeBusiness
32897,87,876,30208,15,14,1,54,1,1,16,58493,StateRun
21424,56,572,22555,7,15,1,31,1,1,5,20852,HomeBusiness
9875,27,259,9277,9,13,1,53,1,1,12,8511,StateRun
32063,86,859,29686,4,14,4,42,0,1,5,3893,FarmForestAqua
33151,89,886,30340,23,13,2,23,1,1,5,14830,FarmForestAqua
14245,37,377,14737,2,13,1,53,0,0,4,15179,HomeBusiness
12421,34,341,12874,7,13,1,43,1,1,9,15965,Private
21044,56,568,22336,11,14,2,31,1,1,8,23340,Private
29444,79,784,27592,34,13,1,47,0,0,6,11818,HomeBusiness
18553,48,493,20281,1,20,3,22,0,0,16,32900,Private
27470,75,736,26224,17,20,1,25,1,0,12,23883,StateRun
30591,82,821,28570,3,15,5,31,0,1,14,22836,StateRun
17633,46,474,19756,3,14,5,25,1,1,5,20140,HomeBusiness
11701,33,326,12040,1,15,2,35,1,1,16,68222,Private
21782,58,585,22819,12,13,1,40,0,1,2,14108,FarmForestAqua
11068,31,305,11401,19,14,2,33,0,1,14,26938,StateRun
15626,40,421,17158,4,14,1,42,1,1,12,44624,StateRun
8705,25,232,8152,2,13,3,34,0,1,14,28500,StateRun
36074,95,956,31855,11,15,3,13,1,0,3,2957,Private
27955,77,747,26539,12,13,1,40,0,1,7,36500,HomeBusiness
33314,89,888,30445,5,14,1,26,1,1,12,9437,StateRun
16097,40,430,17959,10,15,1,53,1,1,9,4093,HomeBusiness
26423,72,712,25729,9,13,1,55,1,1,8,14919,Private
501,1,8,337,29,13,1,33,1,1,16,213672,StateRun
11144,31,307,11446,15,14,1,55,1,1,11,29259,HomeBusiness
17635,46,474,19756,3,14,3,28,1,0,5,18701,HomeBusiness
26376,72,711,25693,12,13,1,48,1,1,4,25763,FarmForestAqua
34654,92,919,31198,19,15,1,45,1,1,6,42600,StateRun
21658,58,582,22750,5,13,3,26,1,0,14,25953,Private
1031,1,269,9586,16,14,2,36,1,1,16,54814,StateRun
29274,79,777,27457,3,15,4,25,0,0,16,46318,Private
7970,24,216,7330,10,15,2,29,1,1,12,39601,Private
14183,37,376,14668,2,13,1,50,1,1,9,4048,StateRun
13731,36,366,14218,9,15,2,28,0,1,14,12983,StateRun
15111,38,404,16327,12,15,1,47,1,1,9,13284,HomeBusiness
32435,87,867,29911,35,14,3,18,1,0,9,18432,HomeBusiness
22380,60,597,23092,1,14,3,17,1,0,0,17600,FarmForestAqua
20156,52,544,21706,10,14,2,40,0,1,9,17221,FarmForestAqua
24721,67,664,24691,1,20,1,50,0,0,5,13657,FarmForestAqua
12290,34,339,12661,5,13,4,24,0,1,12,22896,StateRun
20787,54,560,22171,6,19,1,28,0,1,14,43881,StateRun
33044,89,883,30292,17,14,3,23,0,0,12,35428,Private
8484,24,223,7855,9,14,1,57,1,1,10,28211,HomeBusiness
36126,95,957,31867,40,19,2,30,0,1,14,34742,StateRun
27402,75,734,26167,12,15,1,44,0,1,5,9475,HomeBusiness
33032,89,883,30286,1,13,2,44,0,1,16,33728,StateRun
29858,80,802,27985,19,14,2,34,0,1,8,28022,Foreign
31099,83,835,29062,3,14,2,42,1,0,5,10871,FarmForestAqua
23169,64,622,23579,2,15,1,52,0,0,12,28229,StateRun
28337,77,754,26728,9,13,1,36,1,1,7,34320,HomeBusiness
4286,11,101,3208,10,13,1,29,1,1,9,6441,StateRun
11891,33,330,12214,1,13,4,23,0,1,9,15174,Private
8442,24,223,7816,8,14,3,17,0,0,9,25269,Private
1060,1,271,9631,1,15,3,28,1,1,9,17866,Private
11198,31,311,11479,2,14,2,18,1,0,9,15879,HomeBusiness
8654,25,230,8026,9,13,2,34,0,0,5,16150,HomeBusiness
34216,91,907,30979,25,13,2,19,0,0,5,12845,HomeBusiness
21312,56,570,22711,2,19,2,41,1,1,7,30855,Private
10165,27,263,9466,16,19,2,44,0,1,9,4391,FarmForestAqua
32228,86,862,29821,10,15,2,41,1,1,5,15087,Private
7463,22,195,6766,11,15,3,25,1,0,12,91976,StateRun
15061,38,403,16249,13,15,6,21,0,1,9,6734,Foreign
232,1,5,163,12,15,2,57,1,1,16,100396,StateRun
6984,20,182,6169,2,13,3,20,0,0,12,5989,Private
25653,70,691,25264,16,14,3,29,1,1,16,23646,StateRun
3473,10,80,2635,8,15,2,36,0,1,9,27708,HomeBusiness
31927,86,857,29587,13,15,3,12,1,0,5,3960,Private
17723,46,474,19798,4,14,4,29,1,1,16,64714,StateRun
31926,86,857,29587,13,15,4,11,1,0,5,1668,Private
29042,79,773,27286,13,19,1,46,0,1,10,23936,StateRun
16845,44,454,19036,9,19,5,22,0,0,16,1388,StateRun
35956,94,951,31699,12,15,3,19,1,0,8,8679,Private
7692,22,203,6994,6,13,1,51,1,1,16,36660,StateRun
25093,68,675,24846,5,14,1,50,1,1,12,21733,StateRun
23941,66,645,24205,3,13,2,35,0,1,9,24150,StateRun
33286,89,888,30415,6,15,3,32,0,0,0,9275,FarmForestAqua
21700,58,582,22771,17,13,4,19,0,0,10,7895,HomeBusiness
1177,1,273,9814,12,13,2,34,0,1,8,12633,HomeBusiness
26972,74,725,25969,50,13,1,19,0,1,5,36632,Foreign
25608,70,691,25246,7,13,3,19,1,0,7,16207,FarmForestAqua
20973,54,564,22246,12,15,1,46,1,1,14,44923,StateRun
7647,22,201,6922,2,14,2,49,0,1,16,46143,StateRun
26318,72,710,25663,17,15,3,15,1,0,9,5064,Private
25815,70,695,25363,3,13,2,33,0,1,9,2219,StateRun
17475,45,469,19633,1,14,3,28,1,0,16,18116,StateRun
14594,38,391,15247,8,14,3,18,0,1,11,14425,FarmForestAqua
25225,68,678,24964,2,14,3,28,1,0,0,9915,FarmForestAqua
11357,31,312,11626,6,14,1,48,1,1,9,27558,HomeBusiness
30196,82,815,28270,28,14,3,24,1,0,14,67704,Private
30574,82,821,28558,11,13,4,20,1,0,8,10196,HomeBusiness
3647,10,85,2839,3,14,1,34,1,1,14,69687,StateRun
32796,87,874,30151,27,14,4,17,1,0,0,6466,FarmForestAqua
30844,83,831,28804,23,14,4,18,1,0,10,28986,Private
17134,44,457,19294,7,15,1,46,1,1,9,11657,HomeBusiness
5380,14,126,4198,21,14,1,52,1,1,9,24512,Private
31589,84,847,29374,2,19,2,37,0,1,4,6290,FarmForestAqua
30348,82,819,28393,4,15,2,34,0,1,3,3117,HomeBusiness
15650,40,421,17200,13,15,4,19,1,0,7,17460,FarmForestAqua
29075,79,774,27316,18,13,5,22,1,0,5,41686,HomeBusiness
36125,95,957,31867,40,19,1,31,1,1,12,34742,StateRun
9153,26,243,8725,7,15,4,24,0,1,12,19300,Foreign
17409,45,467,19555,2,15,6,20,1,0,12,12891,Private
26755,74,722,25882,12,15,2,40,0,1,7,24450,Foreign
34445,92,916,31123,23,13,3,30,0,1,18,46728,StateRun
24813,67,666,24733,12,13,2,51,0,1,9,57619,StateRun
31956,86,857,29605,7,13,2,26,1,0,12,37641,Private
31639,84,847,29398,5,15,1,37,1,1,4,28360,HomeBusiness
34676,92,923,31212,22,13,3,19,1,0,3,30950,HomeBusiness
33572,89,892,30607,48,19,1,37,1,1,12,34926,StateRun
13330,36,360,13798,11,15,3,19,0,0,9,1640,HomeBusiness
29502,79,785,27622,10,15,1,45,1,1,6,21214,FarmForestAqua
27425,75,736,26206,15,13,3,27,1,1,12,17364,StateRun
28603,79,764,26899,8,19,1,47,1,1,9,25549,StateRun
18278,48,491,20218,5,15,1,35,1,1,16,58880,Private
21163,56,568,22396,4,13,4,35,1,0,9,21938,HomeBusiness
35066,93,933,31369,7,14,3,24,0,0,12,44875,Collective
33175,89,886,30349,10,15,2,40,0,1,0,9884,FarmForestAqua
12143,34,336,12460,10,15,2,42,0,1,9,19378,HomeBusiness
27466,75,736,26224,17,19,2,34,0,1,12,18021,StateRun
26926,74,724,25954,4,13,2,25,1,1,12,31983,Private
12702,35,347,13297,17,13,1,43,0,1,16,45387,StateRun
14386,38,385,14878,6,13,1,45,1,1,10,9847,StateRun
30356,82,819,28399,30,14,3,33,0,0,5,26751,Foreign
18741,49,503,20401,3,15,2,48,1,1,16,45685,StateRun
21450,56,572,22579,10,13,2,40,0,1,3,13857,FarmForestAqua
22561,60,600,23206,6,14,1,32,1,1,9,12150,Private
26613,74,720,25804,3,13,3,21,1,0,9,64344,StateRun
35085,93,933,31375,18,15,3,37,1,1,2,25126,Private
9794,27,258,9202,20,14,6,66,0,1,8,1330,HomeBusiness
3918,11,94,3133,15,14,2,39,1,1,9,23532,Private
7384,22,193,6700,1,13,1,37,1,1,10,16600,Private
10729,30,297,11068,5,13,1,40,1,1,9,30438,HomeBusiness
13802,36,366,14296,1,15,2,34,0,1,9,11593,HomeBusiness
30188,82,815,28264,22,19,2,41,1,0,8,15844,Private
21965,58,587,22891,20,14,2,25,1,0,9,9242,FarmForestAqua
31892,86,855,29566,11,15,3,29,1,1,11,31439,Private
9300,26,247,8869,14,15,1,34,1,1,14,38500,Private
13729,36,366,14218,9,13,1,53,1,1,8,8624,HomeBusiness
798,1,19,592,6,19,3,33,0,1,16,36166,StateRun
19057,49,510,20695,13,15,2,29,0,1,12,19209,StateRun
34194,91,907,30967,5,15,1,60,1,1,0,3893,FarmForestAqua
8817,25,234,8299,8,14,4,19,1,0,4,19600,HomeBusiness
12392,34,340,12802,2,15,2,33,0,1,9,21565,Private
30881,83,831,28849,7,13,3,32,1,1,8,38676,Private
9931,27,260,9322,19,15,1,48,1,1,9,29716,Private
5129,14,122,3907,8,15,1,47,1,1,16,30197,StateRun
11720,33,326,12043,23,20,5,22,0,0,12,3553,Private
34545,92,917,31156,24,15,2,42,0,1,0,10975,FarmForestAqua
12356,34,340,12748,3,13,2,31,0,1,7,8547,Private
20980,54,564,22261,22,14,4,24,1,0,12,7270,StateRun
13951,37,372,14440,5,15,1,31,1,1,9,11390,HomeBusiness
170,1,4,124,39,20,2,35,0,1,16,107533,StateRun
14313,38,380,14785,19,13,1,34,0,1,12,24793,StateRun
27412,75,735,26182,27,15,1,66,1,1,12,8647,FarmForestAqua
30534,82,821,28525,4,13,2,35,0,1,6,4274,HomeBusiness
33355,89,889,30466,23,15,3,44,0,1,4,9579,HomeBusiness
30271,82,816,28717,11,14,1,44,1,1,3,14849,FarmForestAqua
21693,58,582,22768,17,15,1,32,0,1,1,2845,HomeBusiness
32936,87,876,30232,2,19,3,19,1,1,4,21123,HomeBusiness
2128,2,35,1222,8,15,1,36,1,1,7,5520,StateRun
11311,31,312,11581,10,15,2,45,0,0,9,20752,HomeBusiness
15100,38,404,16306,6,15,4,26,0,1,10,13097,HomeBusiness
20222,52,545,21772,12,13,2,31,1,1,9,12634,Private
17737,46,474,19801,16,15,1,77,1,1,3,13801,HomeBusiness
10810,30,299,11155,5,15,2,37,0,1,12,18813,StateRun
17286,45,465,19438,1,13,3,25,1,0,9,6905,Private
15356,40,413,16732,3,20,2,35,0,1,14,19845,StateRun
7961,24,216,7330,10,13,2,44,0,1,9,26226,HomeBusiness
947,1,250,9013,3,14,6,25,1,1,12,53398,HomeBusiness
581,1,16,382,10,13,3,21,0,0,12,32594,Foreign
25860,70,695,25390,5,14,1,52,1,1,12,24507,StateRun
19655,51,528,21283,3,15,4,25,0,0,12,17843,Private
976,1,268,9547,6,15,3,28,1,1,16,23039,StateRun
22239,60,595,22996,17,15,3,13,1,0,3,13500,FarmForestAqua
25370,68,680,25075,4,13,2,45,0,1,9,19087,Private
4873,14,116,3646,12,15,2,53,1,1,16,193113,StateRun
26195,72,708,25609,13,14,1,37,1,1,0,25525,FarmForestAqua
18230,48,491,20203,6,15,4,43,1,0,9,20000,HomeBusiness
35145,93,934,31405,29,14,1,52,1,1,6,12852,FarmForestAqua
535,1,9,349,7,13,4,24,0,0,16,85648,Private
11071,31,305,11401,19,15,3,26,0,1,14,9469,StateRun
26527,74,718,25762,7,14,3,17,0,0,10,18127,Foreign
31883,86,855,29560,6,15,1,31,1,1,18,63318,StateRun
11305,31,312,11581,10,14,1,39,1,1,9,24658,HomeBusiness
27114,75,731,26011,10,14,4,23,1,0,8,53661,HomeBusiness
7630,22,200,6917,7,13,3,21,1,0,9,13094,HomeBusiness
646,1,16,448,4,13,2,48,0,1,9,16443,Private
33096,89,883,30307,69,15,1,22,1,1,6,16477,HomeBusiness
25806,70,694,25438,6,14,2,45,0,1,6,4860,FarmForestAqua
16849,44,454,19045,13,13,3,27,1,0,12,12950,Private
28797,79,767,27025,64,14,3,30,1,1,16,93015,Private
30716,82,823,28678,18,14,2,31,0,1,3,6374,FarmForestAqua
10767,30,298,11113,18,14,1,54,1,1,9,37081,HomeBusiness
13892,37,372,14383,4,14,1,58,1,1,9,28003,StateRun
19361,51,522,21010,2,14,3,27,1,0,10,27594,HomeBusiness
2499,4,51,1669,14,13,3,29,1,0,12,13001,Private
25913,70,696,25417,25,14,1,37,1,1,12,24223,StateRun
31057,83,834,29020,11,15,2,44,1,1,4,10784,FarmForestAqua
5903,17,148,4825,1,13,3,16,0,0,8,14920,Foreign
27075,75,731,26005,28,13,5,21,0,0,5,40695,Foreign
9452,26,249,8962,1,15,1,53,1,1,12,24500,Private
30710,82,823,28678,18,13,2,39,1,1,3,26717,HomeBusiness
16818,44,453,19000,7,19,3,35,1,0,9,3901,HomeBusiness
24922,68,672,24775,6,13,3,18,1,0,5,10981,FarmForestAqua
30954,83,833,28903,14,14,1,44,1,1,12,17212,HomeBusiness
28037,77,748,26569,14,15,4,37,0,1,14,36800,StateRun
5447,15,132,4261,7,13,1,49,1,1,12,22660,Private
9231,26,246,8789,8,14,1,49,1,1,10,22300,HomeBusiness
698,1,17,484,11,13,1,45,1,1,12,19942,HomeBusiness
20635,54,557,22053,26,13,2,37,1,1,6,13919,HomeBusiness
11873,33,329,12178,8,15,4,17,0,0,11,21435,Private
9036,25,238,8647,2,13,3,28,1,0,12,9800,Collective
26677,74,721,25840,10,15,2,21,0,1,12,45047,Foreign
13808,36,366,14311,7,13,1,39,1,1,4,6278,FarmForestAqua
34425,92,916,31117,17,14,2,38,1,1,12,41184,StateRun
21908,58,587,22873,20,15,7,18,0,0,9,2338,HomeBusiness
7345,22,193,6673,4,15,4,24,0,1,12,39800,StateRun
27195,75,731,26035,3,14,1,46,1,1,7,24729,FarmForestAqua
36483,96,964,32008,34,19,1,41,0,1,16,51727,StateRun
29110,79,775,27352,17,13,2,42,0,1,6,24740,HomeBusiness
3527,10,80,2668,5,19,1,50,1,1,12,42335,HomeBusiness
20891,54,562,22294,12,13,1,57,1,1,10,18000,FarmForestAqua
9781,27,258,9199,8,15,2,33,0,1,6,16131,HomeBusiness
31553,84,846,29350,17,15,2,29,0,1,5,21056,Foreign
244,1,5,167,23,15,1,63,1,1,18,33309,StateRun
34620,92,918,31180,31,14,1,26,0,1,8,15600,Private
26539,74,718,25768,15,19,4,32,0,0,16,26725,StateRun
32216,86,861,29815,15,20,3,31,0,1,3,7286,FarmForestAqua
11240,31,311,11515,23,20,3,22,1,0,12,17354,HomeBusiness
36824,96,970,32167,3,14,3,19,1,0,8,10325,FarmForestAqua
30114,80,807,28204,16,13,2,51,0,1,4,2851,FarmForestAqua
307,1,6,205,2,14,2,50,1,1,12,71072,StateRun
24,1,1,7,22,20,2,34,1,1,16,61049,StateRun
34258,91,908,31000,23,14,1,33,1,1,6,22439,HomeBusiness
30583,82,821,28570,3,13,3,29,0,0,8,11979,HomeBusiness
17203,45,461,19348,11,19,1,56,0,0,11,9716,HomeBusiness
29,1,1,16,15,19,1,29,1,1,16,73847,StateRun
9655,26,253,8776,8,15,3,23,1,1,12,18000,HomeBusiness
26982,74,725,25972,10,20,1,18,0,0,7,36011,Private
25052,68,673,24838,18,13,2,21,1,0,9,5753,HomeBusiness
22103,60,593,22939,6,14,2,47,1,1,5,28800,HomeBusiness
7316,22,193,6652,10,15,3,24,1,0,12,45000,StateRun
28360,79,760,26743,27,14,3,33,0,0,12,33131,Private
21315,56,571,22489,4,13,2,34,1,1,14,35001,StateRun
27127,75,731,26014,5,20,2,41,1,1,12,42356,Private
12097,33,333,12427,6,14,4,17,1,0,9,5080,HomeBusiness
9796,27,258,9202,20,14,7,29,0,0,5,13387,HomeBusiness
24810,67,665,24728,15,15,2,15,0,0,5,10920,FarmForestAqua
32160,86,860,29758,16,13,2,32,0,1,8,3520,HomeBusiness
10452,30,292,10684,3,15,1,47,1,1,9,17817,HomeBusiness
23392,64,628,23771,10,15,2,32,0,1,12,42177,StateRun
15327,40,412,16705,12,14,1,39,1,1,16,47492,StateRun
9928,27,260,9322,19,14,4,20,0,1,9,20215,Private
31669,84,848,29422,3,13,4,18,0,0,9,2069,HomeBusiness
11709,33,326,12043,23,15,2,40,1,1,12,56638,Foreign
11158,31,308,11458,15,15,3,26,0,0,12,25620,Private
6440,19,165,5512,12,14,4,25,1,0,12,37756,Private
26183,72,708,25600,5,15,5,20,1,0,8,14789,HomeBusiness
29131,79,775,27370,17,15,3,45,0,0,4,21816,Foreign
29382,79,783,27544,9,14,2,26,0,0,10,24103,HomeBusiness
18396,48,492,20245,12,14,4,28,1,1,16,44816,StateRun
29433,79,784,27577,24,14,1,50,1,1,9,33685,Private
26932,74,724,25954,4,15,2,30,0,1,9,37915,Foreign
14394,38,385,14878,6,15,3,23,0,0,12,23644,StateRun
30669,82,822,28630,15,14,2,47,0,1,5,3921,FarmForestAqua
22679,62,608,23284,6,15,2,28,0,1,12,21957,StateRun
28854,79,768,27058,15,15,2,43,0,1,16,42096,Private
3317,8,75,2491,2,13,2,50,0,1,14,43003,StateRun
1053,1,271,9631,1,14,1,49,1,1,9,18746,Private
8997,25,237,8533,10,20,4,19,0,0,12,16000,Private
1116,1,272,9733,6,13,1,32,1,1,9,33431,HomeBusiness
17014,44,455,19180,11,14,3,23,0,0,16,3239,StateRun
23812,66,643,24154,2,15,2,35,0,1,4,23500,FarmForestAqua
36965,96,973,32233,6,15,1,40,1,0,2,9042,FarmForestAqua
8975,25,237,8509,2,20,1,52,0,1,12,42360,StateRun
22135,60,593,22966,2,13,2,48,1,1,9,50000,StateRun
26572,74,720,25789,1,15,1,35,1,1,5,27166,Private
35318,93,936,31477,10,14,6,24,0,1,9,16321,Private
35652,94,946,31648,9,14,1,39,1,1,8,12353,FarmForestAqua
30941,83,832,28891,8,15,1,66,0,1,1,509,HomeBusiness
18530,48,493,20278,13,14,3,35,1,1,10,102000,StateRun
35349,93,936,31489,1,13,2,31,1,1,14,36211,StateRun
20518,52,550,21985,27,19,1,33,1,1,6,18937,Private
31918,86,857,29578,14,19,1,63,1,1,5,17834,FarmForestAqua
11814,33,328,12130,4,15,1,54,1,1,12,28697,HomeBusiness
939,1,250,8998,4,20,1,41,1,1,12,36574,StateRun
32400,87,866,29893,23,15,1,35,1,1,9,15830,HomeBusiness
25262,68,678,24989,4,13,1,50,1,1,3,11888,FarmForestAqua
33262,89,888,30406,42,13,3,32,0,1,16,29139,StateRun
14974,38,400,16081,7,14,1,31,1,1,7,19550,HomeBusiness
33578,89,892,30616,13,13,3,15,1,0,7,8236,FarmForestAqua
3350,8,75,2530,13,15,3,27,1,1,12,13417,FarmForestAqua
35647,94,946,31648,9,13,2,40,0,1,4,3283,FarmForestAqua
35256,93,935,31456,6,19,3,24,1,0,8,16829,HomeBusiness
12654,34,344,13243,16,15,2,23,0,1,9,7598,HomeBusiness
21512,56,573,22624,2,14,4,22,1,0,12,23502,StateRun
18589,48,494,20290,9,14,2,46,0,1,6,17500,HomeBusiness
17895,46,478,19930,12,14,1,34,1,1,8,22538,HomeBusiness
10605,30,295,10897,8,14,4,27,0,1,12,32565,Foreign
27119,75,731,26014,5,14,1,58,1,0,16,50990,Collective
14662,38,394,15427,9,15,1,38,1,1,9,22224,FarmForestAqua
22455,60,598,23137,4,15,2,44,0,1,5,14500,FarmForestAqua
21151,56,568,22384,17,15,4,20,1,0,0,14034,FarmForestAqua
29199,79,776,27421,21,13,2,18,1,0,8,19696,HomeBusiness
790,1,19,592,6,13,5,24,0,1,12,32823,Private
22337,60,597,23062,6,14,3,20,0,0,10,14000,Private
14208,37,376,14683,3,19,1,49,1,1,9,4339,StateRun
9773,27,258,9193,4,15,2,47,0,1,12,15082,HomeBusiness
32682,87,873,30088,30,14,6,15,1,0,7,21122,Private
20550,54,555,22024,5,13,1,40,0,1,12,44313,StateRun
1252,1,275,9895,16,14,1,53,1,1,5,15178,HomeBusiness
15062,38,403,16249,13,15,4,16,1,0,9,10101,Foreign
13545,36,363,14029,4,13,1,34,1,1,8,25187,HomeBusiness
8101,24,218,7468,8,14,2,19,1,0,10,6070,HomeBusiness
15334,40,413,16726,9,15,2,38,0,1,9,5176,HomeBusiness
33061,89,883,30295,37,15,2,33,0,1,11,26974,Private
18426,48,492,20248,15,14,7,30,1,1,16,42400,Private
29846,80,802,27976,12,14,3,27,1,1,5,34207,HomeBusiness
21443,56,572,22573,3,14,3,31,1,0,7,41916,Private
34942,93,930,31321,11,14,4,27,0,0,12,29657,StateRun
34185,91,907,30961,3,15,3,22,0,1,2,6756,FarmForestAqua
4440,12,107,3433,5,13,1,51,1,1,10,3662,StateRun
25250,68,678,24982,10,13,2,28,0,1,12,6638,FarmForestAqua
31341,84,842,29236,14,13,1,24,0,1,12,19703,StateRun
28222,77,752,26668,1,13,2,44,1,0,3,43400,HomeBusiness
14650,38,394,15409,2,15,1,53,1,1,12,5711,StateRun
34655,92,919,31198,19,15,2,40,0,1,9,22500,Private
26425,72,712,25729,9,14,3,24,0,0,10,23422,HomeBusiness
17157,44,457,19321,6,15,1,37,1,1,9,28118,FarmForestAqua
19635,51,528,21277,3,14,1,43,1,1,5,21870,HomeBusiness
10994,31,304,11359,12,13,2,55,0,1,12,63071,StateRun
8663,25,230,8047,7,13,1,47,1,1,9,35000,HomeBusiness
18585,48,494,20290,9,13,3,24,1,1,10,48500,HomeBusiness
1411,1,277,10090,7,13,3,20,1,0,7,2891,FarmForestAqua
31431,84,844,29284,16,13,4,23,0,0,14,22231,Foreign
17736,46,474,19801,16,15,3,34,1,0,7,6900,HomeBusiness
26861,74,723,25936,1,13,5,20,1,1,9,38222,Private
